week_id,epiweek,week_end_date,week_idx,state_id,state_code,state_name,weekly_confirmed_influenza_hospital_admissions,is_observed,is_imputed,imputation_source
84,2023W37,2023-09-16,36,46,va,Virginia,31.0,1,0,observed
85,2023W38,2023-09-23,37,46,va,Virginia,40.0,1,0,observed
86,2023W39,2023-09-30,38,46,va,Virginia,54.0,1,0,observed
87,2023W40,2023-10-07,39,46,va,Virginia,49.0,1,0,observed
88,2023W41,2023-10-14,40,46,va,Virginia,54.0,1,0,observed
89,2023W42,2023-10-21,41,46,va,Virginia,72.0,1,0,observed
90,2023W43,2023-10-28,42,46,va,Virginia,61.0,1,0,observed
91,2023W44,2023-11-04,43,46,va,Virginia,51.0,1,0,observed
92,2023W45,2023-11-11,44,46,va,Virginia,92.0,1,0,observed
93,2023W46,2023-11-18,45,46,va,Virginia,100.0,1,0,observed
94,2023W47,2023-11-25,46,46,va,Virginia,115.0,1,0,observed
95,2023W48,2023-12-02,47,46,va,Virginia,143.0,1,0,observed
96,2023W49,2023-12-09,48,46,va,Virginia,157.0,1,0,observed
97,2023W50,2023-12-16,49,46,va,Virginia,229.0,1,0,observed
98,2023W51,2023-12-23,50,46,va,Virginia,419.0,1,0,observed
99,2023W52,2023-12-30,51,46,va,Virginia,731.0,1,0,observed
100,2024W01,2024-01-06,0,46,va,Virginia,538.0,1,0,observed
101,2024W02,2024-01-13,1,46,va,Virginia,381.0,1,0,observed
102,2024W03,2024-01-20,2,46,va,Virginia,302.0,1,0,observed
103,2024W04,2024-01-27,3,46,va,Virginia,262.0,1,0,observed
104,2024W05,2024-02-03,4,46,va,Virginia,184.0,1,0,observed
105,2024W06,2024-02-10,5,46,va,Virginia,174.0,1,0,observed
106,2024W07,2024-02-17,6,46,va,Virginia,195.0,1,0,observed
107,2024W08,2024-02-24,7,46,va,Virginia,207.0,1,0,observed
108,2024W09,2024-03-02,8,46,va,Virginia,219.0,1,0,observed
109,2024W10,2024-03-09,9,46,va,Virginia,196.0,1,0,observed
110,2024W11,2024-03-16,10,46,va,Virginia,134.0,1,0,observed
111,2024W12,2024-03-23,11,46,va,Virginia,135.0,1,0,observed
112,2024W13,2024-03-30,12,46,va,Virginia,111.0,1,0,observed
113,2024W14,2024-04-06,13,46,va,Virginia,157.0,1,0,observed
114,2024W15,2024-04-13,14,46,va,Virginia,110.0,1,0,observed
115,2024W16,2024-04-20,15,46,va,Virginia,79.0,1,0,observed
116,2024W17,2024-04-27,16,46,va,Virginia,58.0,1,0,observed
117,2024W18,2024-05-04,17,46,va,Virginia,58.0,1,0,observed
118,2024W19,2024-05-11,18,46,va,Virginia,39.0,1,0,observed
119,2024W20,2024-05-18,19,46,va,Virginia,39.0,1,0,observed
120,2024W21,2024-05-25,20,46,va,Virginia,32.0,1,0,observed
121,2024W22,2024-06-01,21,46,va,Virginia,45.0,1,0,observed
122,2024W23,2024-06-08,22,46,va,Virginia,24.0,1,0,observed
123,2024W24,2024-06-15,23,46,va,Virginia,40.0,1,0,observed
124,2024W25,2024-06-22,24,46,va,Virginia,25.0,1,0,observed
125,2024W26,2024-06-29,25,46,va,Virginia,20.0,1,0,observed
126,2024W27,2024-07-06,26,46,va,Virginia,18.0,1,0,observed
127,2024W28,2024-07-13,27,46,va,Virginia,25.0,1,0,observed
128,2024W29,2024-07-20,28,46,va,Virginia,16.0,1,0,observed
129,2024W30,2024-07-27,29,46,va,Virginia,20.0,1,0,observed
130,2024W31,2024-08-03,30,46,va,Virginia,11.0,1,0,observed
131,2024W32,2024-08-10,31,46,va,Virginia,24.0,1,0,observed
132,2024W33,2024-08-17,32,46,va,Virginia,14.0,1,0,observed
133,2024W34,2024-08-24,33,46,va,Virginia,14.0,1,0,observed
134,2024W35,2024-08-31,34,46,va,Virginia,19.0,1,0,observed
135,2024W36,2024-09-07,35,46,va,Virginia,15.0,1,0,observed
136,2024W37,2024-09-14,36,46,va,Virginia,24.0,1,0,observed
137,2024W38,2024-09-21,37,46,va,Virginia,4.0,1,0,observed
138,2024W39,2024-09-28,38,46,va,Virginia,4.0,1,0,observed
139,2024W40,2024-10-05,39,46,va,Virginia,6.0,1,0,observed
140,2024W41,2024-10-12,40,46,va,Virginia,19.0,1,0,observed
141,2024W42,2024-10-19,41,46,va,Virginia,15.0,1,0,observed
142,2024W43,2024-10-26,42,46,va,Virginia,10.0,1,0,observed
143,2024W44,2024-11-02,43,46,va,Virginia,16.0,1,0,observed
144,2024W45,2024-11-09,44,46,va,Virginia,26.0,1,0,observed
145,2024W46,2024-11-16,45,46,va,Virginia,26.0,1,0,observed
146,2024W47,2024-11-23,46,46,va,Virginia,35.0,1,0,observed
147,2024W48,2024-11-30,47,46,va,Virginia,46.0,1,0,observed
148,2024W49,2024-12-07,48,46,va,Virginia,69.0,1,0,observed
149,2024W50,2024-12-14,49,46,va,Virginia,140.0,1,0,observed
150,2024W51,2024-12-21,50,46,va,Virginia,192.0,1,0,observed
151,2024W52,2024-12-28,51,46,va,Virginia,374.0,1,0,observed
152,2025W01,2025-01-04,0,46,va,Virginia,669.0,1,0,observed
153,2025W02,2025-01-11,1,46,va,Virginia,464.0,1,0,observed
154,2025W03,2025-01-18,2,46,va,Virginia,493.0,1,0,observed
155,2025W04,2025-01-25,3,46,va,Virginia,685.0,1,0,observed
156,2025W05,2025-02-01,4,46,va,Virginia,1083.0,1,0,observed
157,2025W06,2025-02-08,5,46,va,Virginia,1315.0,1,0,observed
158,2025W07,2025-02-15,6,46,va,Virginia,1190.0,1,0,observed
159,2025W08,2025-02-22,7,46,va,Virginia,909.0,1,0,observed
160,2025W09,2025-03-01,8,46,va,Virginia,727.0,1,0,observed
161,2025W10,2025-03-08,9,46,va,Virginia,556.0,1,0,observed
162,2025W11,2025-03-15,10,46,va,Virginia,514.0,1,0,observed
163,2025W12,2025-03-22,11,46,va,Virginia,339.0,1,0,observed
164,2025W13,2025-03-29,12,46,va,Virginia,213.0,1,0,observed
165,2025W14,2025-04-05,13,46,va,Virginia,153.0,1,0,observed
166,2025W15,2025-04-12,14,46,va,Virginia,93.0,1,0,observed
167,2025W16,2025-04-19,15,46,va,Virginia,56.0,1,0,observed
168,2025W17,2025-04-26,16,46,va,Virginia,54.0,1,0,observed
169,2025W18,2025-05-03,17,46,va,Virginia,40.0,1,0,observed
170,2025W19,2025-05-10,18,46,va,Virginia,35.0,1,0,observed
171,2025W20,2025-05-17,19,46,va,Virginia,16.0,1,0,observed
172,2025W21,2025-05-24,20,46,va,Virginia,33.0,1,0,observed
173,2025W22,2025-05-31,21,46,va,Virginia,27.0,1,0,observed
174,2025W23,2025-06-07,22,46,va,Virginia,20.0,1,0,observed
175,2025W24,2025-06-14,23,46,va,Virginia,19.0,1,0,observed
176,2025W25,2025-06-21,24,46,va,Virginia,11.0,1,0,observed
177,2025W26,2025-06-28,25,46,va,Virginia,12.0,1,0,observed
178,2025W27,2025-07-05,26,46,va,Virginia,14.0,1,0,observed
179,2025W28,2025-07-12,27,46,va,Virginia,10.0,1,0,observed
180,2025W29,2025-07-19,28,46,va,Virginia,5.0,1,0,observed
181,2025W30,2025-07-26,29,46,va,Virginia,12.0,1,0,observed
182,2025W31,2025-08-02,30,46,va,Virginia,10.0,1,0,observed
183,2025W32,2025-08-09,31,46,va,Virginia,10.0,1,0,observed
184,2025W33,2025-08-16,32,46,va,Virginia,9.0,1,0,observed
185,2025W34,2025-08-23,33,46,va,Virginia,8.0,1,0,observed
186,2025W35,2025-08-30,34,46,va,Virginia,9.0,1,0,observed
187,2025W36,2025-09-06,35,46,va,Virginia,12.0,1,0,observed
188,2025W37,2025-09-13,36,46,va,Virginia,12.0,1,0,observed
189,2025W38,2025-09-20,37,46,va,Virginia,12.0,1,0,observed
190,2025W39,2025-09-27,38,46,va,Virginia,15.0,1,0,observed
191,2025W40,2025-10-04,39,46,va,Virginia,15.0,1,0,observed
192,2025W41,2025-10-11,40,46,va,Virginia,18.0,1,0,observed
193,2025W42,2025-10-18,41,46,va,Virginia,13.0,1,0,observed
194,2025W43,2025-10-25,42,46,va,Virginia,12.0,1,0,observed
195,2025W44,2025-11-01,43,46,va,Virginia,15.0,1,0,observed
196,2025W45,2025-11-08,44,46,va,Virginia,30.0,1,0,observed
197,2025W46,2025-11-15,45,46,va,Virginia,34.0,1,0,observed
198,2025W47,2025-11-22,46,46,va,Virginia,62.0,1,0,observed
199,2025W48,2025-11-29,47,46,va,Virginia,99.0,1,0,observed
200,2025W49,2025-12-06,48,46,va,Virginia,167.0,1,0,observed
201,2025W50,2025-12-13,49,46,va,Virginia,195.0,1,0,observed
202,2025W51,2025-12-20,50,46,va,Virginia,357.0,1,0,observed
203,2025W52,2025-12-27,51,46,va,Virginia,843.0,1,0,observed
204,2026W01,2026-01-03,0,46,va,Virginia,1141.0,1,0,observed
205,2026W02,2026-01-10,1,46,va,Virginia,862.0,1,0,observed
206,2026W03,2026-01-17,2,46,va,Virginia,461.0,1,0,observed
207,2026W04,2026-01-24,3,46,va,Virginia,449.0,1,0,observed
208,2026W05,2026-01-31,4,46,va,Virginia,381.0,1,0,observed
209,2026W06,2026-02-07,5,46,va,Virginia,279.0,1,0,observed
210,2026W07,2026-02-14,6,46,va,Virginia,215.0,1,0,observed
211,2026W08,2026-02-21,7,46,va,Virginia,284.0,1,0,observed
212,2026W09,2026-02-28,8,46,va,Virginia,209.0,1,0,observed
213,2026W10,2026-03-07,9,46,va,Virginia,187.0,1,0,observed
214,2026W11,2026-03-14,10,46,va,Virginia,122.0,1,0,observed
215,2026W12,2026-03-21,11,46,va,Virginia,89.0,1,0,observed
216,2026W13,2026-03-28,12,46,va,Virginia,29.0,1,0,observed
217,2026W14,2026-04-04,13,46,va,Virginia,26.0,1,0,observed
218,2026W15,2026-04-11,14,46,va,Virginia,21.0,1,0,observed
219,2026W16,2026-04-18,15,46,va,Virginia,12.0,1,0,observed
0,2022W05,2022-02-05,4,47,wa,Washington,7.0,1,0,observed
1,2022W06,2022-02-12,5,47,wa,Washington,8.0,1,0,observed
2,2022W07,2022-02-19,6,47,wa,Washington,6.0,1,0,observed
3,2022W08,2022-02-26,7,47,wa,Washington,5.0,1,0,observed
4,2022W09,2022-03-05,8,47,wa,Washington,13.0,1,0,observed
5,2022W10,2022-03-12,9,47,wa,Washington,12.0,1,0,observed
6,2022W11,2022-03-19,10,47,wa,Washington,21.0,1,0,observed
7,2022W12,2022-03-26,11,47,wa,Washington,24.0,1,0,observed
8,2022W13,2022-04-02,12,47,wa,Washington,20.0,1,0,observed
9,2022W14,2022-04-09,13,47,wa,Washington,24.0,1,0,observed
10,2022W15,2022-04-16,14,47,wa,Washington,32.0,1,0,observed
11,2022W16,2022-04-23,15,47,wa,Washington,34.0,1,0,observed
12,2022W17,2022-04-30,16,47,wa,Washington,42.0,1,0,observed
13,2022W18,2022-05-07,17,47,wa,Washington,60.0,1,0,observed
14,2022W19,2022-05-14,18,47,wa,Washington,57.0,1,0,observed
15,2022W20,2022-05-21,19,47,wa,Washington,60.0,1,0,observed
16,2022W21,2022-05-28,20,47,wa,Washington,67.0,1,0,observed
17,2022W22,2022-06-04,21,47,wa,Washington,65.0,1,0,observed
18,2022W23,2022-06-11,22,47,wa,Washington,57.0,1,0,observed
19,2022W24,2022-06-18,23,47,wa,Washington,44.0,1,0,observed
20,2022W25,2022-06-25,24,47,wa,Washington,64.0,1,0,observed
21,2022W26,2022-07-02,25,47,wa,Washington,55.0,1,0,observed
22,2022W27,2022-07-09,26,47,wa,Washington,31.0,1,0,observed
23,2022W28,2022-07-16,27,47,wa,Washington,30.0,1,0,observed
24,2022W29,2022-07-23,28,47,wa,Washington,23.0,1,0,observed
25,2022W30,2022-07-30,29,47,wa,Washington,13.0,1,0,observed
26,2022W31,2022-08-06,30,47,wa,Washington,17.0,1,0,observed
27,2022W32,2022-08-13,31,47,wa,Washington,15.0,1,0,observed
28,2022W33,2022-08-20,32,47,wa,Washington,12.0,1,0,observed
29,2022W34,2022-08-27,33,47,wa,Washington,7.0,1,0,observed
30,2022W35,2022-09-03,34,47,wa,Washington,17.0,1,0,observed
31,2022W36,2022-09-10,35,47,wa,Washington,10.0,1,0,observed
32,2022W37,2022-09-17,36,47,wa,Washington,16.0,1,0,observed
33,2022W38,2022-09-24,37,47,wa,Washington,7.0,1,0,observed
34,2022W39,2022-10-01,38,47,wa,Washington,11.0,1,0,observed
35,2022W40,2022-10-08,39,47,wa,Washington,15.0,1,0,observed
36,2022W41,2022-10-15,40,47,wa,Washington,13.0,1,0,observed
37,2022W42,2022-10-22,41,47,wa,Washington,21.0,1,0,observed
38,2022W43,2022-10-29,42,47,wa,Washington,33.0,1,0,observed
39,2022W44,2022-11-05,43,47,wa,Washington,43.0,1,0,observed
40,2022W45,2022-11-12,44,47,wa,Washington,89.0,1,0,observed
41,2022W46,2022-11-19,45,47,wa,Washington,239.0,1,0,observed
42,2022W47,2022-11-26,46,47,wa,Washington,536.0,1,0,observed
43,2022W48,2022-12-03,47,47,wa,Washington,732.0,1,0,observed
44,2022W49,2022-12-10,48,47,wa,Washington,681.0,1,0,observed
45,2022W50,2022-12-17,49,47,wa,Washington,740.0,1,0,observed
46,2022W51,2022-12-24,50,47,wa,Washington,404.0,1,0,observed
47,2022W52,2022-12-31,51,47,wa,Washington,384.0,1,0,observed
48,2023W01,2023-01-07,0,47,wa,Washington,231.0,1,0,observed
49,2023W02,2023-01-14,1,47,wa,Washington,144.0,1,0,observed
50,2023W03,2023-01-21,2,47,wa,Washington,86.0,1,0,observed
51,2023W04,2023-01-28,3,47,wa,Washington,66.0,1,0,observed
52,2023W05,2023-02-04,4,47,wa,Washington,42.0,1,0,observed
53,2023W06,2023-02-11,5,47,wa,Washington,47.0,1,0,observed
54,2023W07,2023-02-18,6,47,wa,Washington,31.0,1,0,observed
55,2023W08,2023-02-25,7,47,wa,Washington,38.0,1,0,observed
56,2023W09,2023-03-04,8,47,wa,Washington,58.0,1,0,observed
57,2023W10,2023-03-11,9,47,wa,Washington,47.0,1,0,observed
58,2023W11,2023-03-18,10,47,wa,Washington,28.0,1,0,observed
59,2023W12,2023-03-25,11,47,wa,Washington,28.0,1,0,observed
60,2023W13,2023-04-01,12,47,wa,Washington,32.0,1,0,observed
61,2023W14,2023-04-08,13,47,wa,Washington,26.0,1,0,observed
62,2023W15,2023-04-15,14,47,wa,Washington,27.0,1,0,observed
63,2023W16,2023-04-22,15,47,wa,Washington,18.0,1,0,observed
64,2023W17,2023-04-29,16,47,wa,Washington,14.0,1,0,observed
65,2023W18,2023-05-06,17,47,wa,Washington,13.0,1,0,observed
66,2023W19,2023-05-13,18,47,wa,Washington,10.0,1,0,observed
67,2023W20,2023-05-20,19,47,wa,Washington,13.0,1,0,observed
68,2023W21,2023-05-27,20,47,wa,Washington,15.0,1,0,observed
69,2023W22,2023-06-03,21,47,wa,Washington,17.0,1,0,observed
70,2023W23,2023-06-10,22,47,wa,Washington,28.0,1,0,observed
71,2023W24,2023-06-17,23,47,wa,Washington,19.0,1,0,observed
72,2023W25,2023-06-24,24,47,wa,Washington,17.0,1,0,observed
73,2023W26,2023-07-01,25,47,wa,Washington,19.0,1,0,observed
74,2023W27,2023-07-08,26,47,wa,Washington,18.0,1,0,observed
75,2023W28,2023-07-15,27,47,wa,Washington,19.0,1,0,observed
76,2023W29,2023-07-22,28,47,wa,Washington,18.0,1,0,observed
77,2023W30,2023-07-29,29,47,wa,Washington,18.0,1,0,observed
78,2023W31,2023-08-05,30,47,wa,Washington,20.0,1,0,observed
79,2023W32,2023-08-12,31,47,wa,Washington,17.0,1,0,observed
80,2023W33,2023-08-19,32,47,wa,Washington,25.0,1,0,observed
81,2023W34,2023-08-26,33,47,wa,Washington,20.0,1,0,observed
82,2023W35,2023-09-02,34,47,wa,Washington,42.0,1,0,observed
83,2023W36,2023-09-09,35,47,wa,Washington,37.0,1,0,observed
84,2023W37,2023-09-16,36,47,wa,Washington,15.0,1,0,observed
85,2023W38,2023-09-23,37,47,wa,Washington,6.0,1,0,observed
86,2023W39,2023-09-30,38,47,wa,Washington,12.0,1,0,observed
87,2023W40,2023-10-07,39,47,wa,Washington,4.0,1,0,observed
88,2023W41,2023-10-14,40,47,wa,Washington,13.0,1,0,observed
89,2023W42,2023-10-21,41,47,wa,Washington,11.0,1,0,observed
90,2023W43,2023-10-28,42,47,wa,Washington,8.0,1,0,observed
91,2023W44,2023-11-04,43,47,wa,Washington,17.0,1,0,observed
92,2023W45,2023-11-11,44,47,wa,Washington,17.0,1,0,observed
93,2023W46,2023-11-18,45,47,wa,Washington,33.0,1,0,observed
94,2023W47,2023-11-25,46,47,wa,Washington,36.0,1,0,observed
95,2023W48,2023-12-02,47,47,wa,Washington,74.0,1,0,observed
96,2023W49,2023-12-09,48,47,wa,Washington,83.0,1,0,observed
97,2023W50,2023-12-16,49,47,wa,Washington,109.0,1,0,observed
98,2023W51,2023-12-23,50,47,wa,Washington,155.0,1,0,observed
99,2023W52,2023-12-30,51,47,wa,Washington,211.0,1,0,observed
100,2024W01,2024-01-06,0,47,wa,Washington,209.0,1,0,observed
101,2024W02,2024-01-13,1,47,wa,Washington,161.0,1,0,observed
102,2024W03,2024-01-20,2,47,wa,Washington,145.0,1,0,observed
103,2024W04,2024-01-27,3,47,wa,Washington,120.0,1,0,observed
104,2024W05,2024-02-03,4,47,wa,Washington,105.0,1,0,observed
105,2024W06,2024-02-10,5,47,wa,Washington,80.0,1,0,observed
106,2024W07,2024-02-17,6,47,wa,Washington,73.0,1,0,observed
107,2024W08,2024-02-24,7,47,wa,Washington,97.0,1,0,observed
108,2024W09,2024-03-02,8,47,wa,Washington,75.0,1,0,observed
109,2024W10,2024-03-09,9,47,wa,Washington,56.0,1,0,observed
110,2024W11,2024-03-16,10,47,wa,Washington,85.0,1,0,observed
111,2024W12,2024-03-23,11,47,wa,Washington,81.0,1,0,observed
112,2024W13,2024-03-30,12,47,wa,Washington,56.0,1,0,observed
113,2024W14,2024-04-06,13,47,wa,Washington,43.0,1,0,observed
114,2024W15,2024-04-13,14,47,wa,Washington,42.0,1,0,observed
115,2024W16,2024-04-20,15,47,wa,Washington,26.0,1,0,observed
116,2024W17,2024-04-27,16,47,wa,Washington,37.0,1,0,observed
117,2024W18,2024-05-04,17,47,wa,Washington,25.0,1,0,observed
118,2024W19,2024-05-11,18,47,wa,Washington,28.0,1,0,observed
119,2024W20,2024-05-18,19,47,wa,Washington,12.0,1,0,observed
120,2024W21,2024-05-25,20,47,wa,Washington,21.0,1,0,observed
121,2024W22,2024-06-01,21,47,wa,Washington,21.0,1,0,observed
122,2024W23,2024-06-08,22,47,wa,Washington,39.0,1,0,observed
123,2024W24,2024-06-15,23,47,wa,Washington,20.0,1,0,observed
124,2024W25,2024-06-22,24,47,wa,Washington,28.0,1,0,observed
125,2024W26,2024-06-29,25,47,wa,Washington,32.0,1,0,observed
126,2024W27,2024-07-06,26,47,wa,Washington,19.0,1,0,observed
127,2024W28,2024-07-13,27,47,wa,Washington,15.0,1,0,observed
128,2024W29,2024-07-20,28,47,wa,Washington,6.0,1,0,observed
129,2024W30,2024-07-27,29,47,wa,Washington,6.0,1,0,observed
130,2024W31,2024-08-03,30,47,wa,Washington,3.0,1,0,observed
131,2024W32,2024-08-10,31,47,wa,Washington,4.0,1,0,observed
132,2024W33,2024-08-17,32,47,wa,Washington,8.0,1,0,observed
133,2024W34,2024-08-24,33,47,wa,Washington,5.0,1,0,observed
134,2024W35,2024-08-31,34,47,wa,Washington,7.0,1,0,observed
135,2024W36,2024-09-07,35,47,wa,Washington,6.0,1,0,observed
136,2024W37,2024-09-14,36,47,wa,Washington,5.0,1,0,observed
137,2024W38,2024-09-21,37,47,wa,Washington,6.0,1,0,observed
138,2024W39,2024-09-28,38,47,wa,Washington,6.0,1,0,observed
139,2024W40,2024-10-05,39,47,wa,Washington,10.0,1,0,observed
140,2024W41,2024-10-12,40,47,wa,Washington,7.0,1,0,observed
141,2024W42,2024-10-19,41,47,wa,Washington,1.0,1,0,observed
142,2024W43,2024-10-26,42,47,wa,Washington,4.0,1,0,observed
143,2024W44,2024-11-02,43,47,wa,Washington,2.0,1,0,observed
144,2024W45,2024-11-09,44,47,wa,Washington,14.0,1,0,observed
145,2024W46,2024-11-16,45,47,wa,Washington,22.0,1,0,observed
146,2024W47,2024-11-23,46,47,wa,Washington,29.0,1,0,observed
147,2024W48,2024-11-30,47,47,wa,Washington,46.0,1,0,observed
148,2024W49,2024-12-07,48,47,wa,Washington,78.0,1,0,observed
149,2024W50,2024-12-14,49,47,wa,Washington,188.0,1,0,observed
150,2024W51,2024-12-21,50,47,wa,Washington,418.0,1,0,observed
151,2024W52,2024-12-28,51,47,wa,Washington,541.0,1,0,observed
152,2025W01,2025-01-04,0,47,wa,Washington,531.0,1,0,observed
153,2025W02,2025-01-11,1,47,wa,Washington,392.0,1,0,observed
154,2025W03,2025-01-18,2,47,wa,Washington,360.0,1,0,observed
155,2025W04,2025-01-25,3,47,wa,Washington,417.0,1,0,observed
156,2025W05,2025-02-01,4,47,wa,Washington,602.0,1,0,observed
157,2025W06,2025-02-08,5,47,wa,Washington,747.0,1,0,observed
158,2025W07,2025-02-15,6,47,wa,Washington,659.0,1,0,observed
159,2025W08,2025-02-22,7,47,wa,Washington,671.0,1,0,observed
160,2025W09,2025-03-01,8,47,wa,Washington,422.0,1,0,observed
161,2025W10,2025-03-08,9,47,wa,Washington,253.0,1,0,observed
162,2025W11,2025-03-15,10,47,wa,Washington,201.0,1,0,observed
163,2025W12,2025-03-22,11,47,wa,Washington,165.0,1,0,observed
164,2025W13,2025-03-29,12,47,wa,Washington,113.0,1,0,observed
165,2025W14,2025-04-05,13,47,wa,Washington,101.0,1,0,observed
166,2025W15,2025-04-12,14,47,wa,Washington,74.0,1,0,observed
167,2025W16,2025-04-19,15,47,wa,Washington,42.0,1,0,observed
168,2025W17,2025-04-26,16,47,wa,Washington,39.0,1,0,observed
169,2025W18,2025-05-03,17,47,wa,Washington,20.0,1,0,observed
170,2025W19,2025-05-10,18,47,wa,Washington,24.0,1,0,observed
171,2025W20,2025-05-17,19,47,wa,Washington,16.0,1,0,observed
172,2025W21,2025-05-24,20,47,wa,Washington,29.0,1,0,observed
173,2025W22,2025-05-31,21,47,wa,Washington,26.0,1,0,observed
174,2025W23,2025-06-07,22,47,wa,Washington,31.0,1,0,observed
175,2025W24,2025-06-14,23,47,wa,Washington,23.0,1,0,observed
176,2025W25,2025-06-21,24,47,wa,Washington,14.0,1,0,observed
177,2025W26,2025-06-28,25,47,wa,Washington,13.0,1,0,observed
178,2025W27,2025-07-05,26,47,wa,Washington,14.0,1,0,observed
179,2025W28,2025-07-12,27,47,wa,Washington,8.0,1,0,observed
180,2025W29,2025-07-19,28,47,wa,Washington,5.0,1,0,observed
181,2025W30,2025-07-26,29,47,wa,Washington,6.0,1,0,observed
182,2025W31,2025-08-02,30,47,wa,Washington,4.0,1,0,observed
183,2025W32,2025-08-09,31,47,wa,Washington,7.0,1,0,observed
184,2025W33,2025-08-16,32,47,wa,Washington,10.0,1,0,observed
185,2025W34,2025-08-23,33,47,wa,Washington,10.0,1,0,observed
186,2025W35,2025-08-30,34,47,wa,Washington,4.0,1,0,observed
187,2025W36,2025-09-06,35,47,wa,Washington,13.0,1,0,observed
188,2025W37,2025-09-13,36,47,wa,Washington,14.0,1,0,observed
189,2025W38,2025-09-20,37,47,wa,Washington,6.0,1,0,observed
190,2025W39,2025-09-27,38,47,wa,Washington,8.0,1,0,observed
191,2025W40,2025-10-04,39,47,wa,Washington,6.0,1,0,observed
192,2025W41,2025-10-11,40,47,wa,Washington,7.0,1,0,observed
193,2025W42,2025-10-18,41,47,wa,Washington,11.0,1,0,observed
194,2025W43,2025-10-25,42,47,wa,Washington,12.0,1,0,observed
195,2025W44,2025-11-01,43,47,wa,Washington,16.0,1,0,observed
196,2025W45,2025-11-08,44,47,wa,Washington,13.0,1,0,observed
197,2025W46,2025-11-15,45,47,wa,Washington,19.0,1,0,observed
198,2025W47,2025-11-22,46,47,wa,Washington,37.0,1,0,observed
199,2025W48,2025-11-29,47,47,wa,Washington,36.0,1,0,observed
200,2025W49,2025-12-06,48,47,wa,Washington,61.0,1,0,observed
201,2025W50,2025-12-13,49,47,wa,Washington,59.0,1,0,observed
202,2025W51,2025-12-20,50,47,wa,Washington,116.0,1,0,observed
203,2025W52,2025-12-27,51,47,wa,Washington,164.0,1,0,observed
204,2026W01,2026-01-03,0,47,wa,Washington,250.0,1,0,observed
205,2026W02,2026-01-10,1,47,wa,Washington,261.0,1,0,observed
206,2026W03,2026-01-17,2,47,wa,Washington,206.0,1,0,observed
207,2026W04,2026-01-24,3,47,wa,Washington,236.0,1,0,observed
208,2026W05,2026-01-31,4,47,wa,Washington,298.0,1,0,observed
209,2026W06,2026-02-07,5,47,wa,Washington,334.0,1,0,observed
210,2026W07,2026-02-14,6,47,wa,Washington,275.0,1,0,observed
211,2026W08,2026-02-21,7,47,wa,Washington,230.0,1,0,observed
212,2026W09,2026-02-28,8,47,wa,Washington,190.0,1,0,observed
213,2026W10,2026-03-07,9,47,wa,Washington,158.0,1,0,observed
214,2026W11,2026-03-14,10,47,wa,Washington,91.0,1,0,observed
215,2026W12,2026-03-21,11,47,wa,Washington,79.0,1,0,observed
216,2026W13,2026-03-28,12,47,wa,Washington,48.0,1,0,observed
217,2026W14,2026-04-04,13,47,wa,Washington,55.0,1,0,observed
218,2026W15,2026-04-11,14,47,wa,Washington,41.0,1,0,observed
219,2026W16,2026-04-18,15,47,wa,Washington,37.0,1,0,observed
0,2022W05,2022-02-05,4,48,wv,West Virginia,7.0,1,0,observed
1,2022W06,2022-02-12,5,48,wv,West Virginia,2.0,1,0,observed
2,2022W07,2022-02-19,6,48,wv,West Virginia,4.0,1,0,observed
3,2022W08,2022-02-26,7,48,wv,West Virginia,8.0,1,0,observed
4,2022W09,2022-03-05,8,48,wv,West Virginia,21.0,1,0,observed
5,2022W10,2022-03-12,9,48,wv,West Virginia,21.0,1,0,observed
6,2022W11,2022-03-19,10,48,wv,West Virginia,43.0,1,0,observed
7,2022W12,2022-03-26,11,48,wv,West Virginia,19.0,1,0,observed
8,2022W13,2022-04-02,12,48,wv,West Virginia,37.0,1,0,observed
9,2022W14,2022-04-09,13,48,wv,West Virginia,36.0,1,0,observed
10,2022W15,2022-04-16,14,48,wv,West Virginia,43.0,1,0,observed
11,2022W16,2022-04-23,15,48,wv,West Virginia,39.0,1,0,observed
12,2022W17,2022-04-30,16,48,wv,West Virginia,35.0,1,0,observed
13,2022W18,2022-05-07,17,48,wv,West Virginia,18.0,1,0,observed
14,2022W19,2022-05-14,18,48,wv,West Virginia,16.0,1,0,observed
15,2022W20,2022-05-21,19,48,wv,West Virginia,12.0,1,0,observed
16,2022W21,2022-05-28,20,48,wv,West Virginia,5.0,1,0,observed
17,2022W22,2022-06-04,21,48,wv,West Virginia,5.0,1,0,observed
18,2022W23,2022-06-11,22,48,wv,West Virginia,12.0,1,0,observed
19,2022W24,2022-06-18,23,48,wv,West Virginia,6.0,1,0,observed
20,2022W25,2022-06-25,24,48,wv,West Virginia,5.0,1,0,observed
21,2022W26,2022-07-02,25,48,wv,West Virginia,1.0,1,0,observed
22,2022W27,2022-07-09,26,48,wv,West Virginia,6.0,1,0,observed
23,2022W28,2022-07-16,27,48,wv,West Virginia,6.0,1,0,observed
24,2022W29,2022-07-23,28,48,wv,West Virginia,1.0,1,0,observed
25,2022W30,2022-07-30,29,48,wv,West Virginia,0.0,1,0,observed
26,2022W31,2022-08-06,30,48,wv,West Virginia,0.0,1,0,observed
27,2022W32,2022-08-13,31,48,wv,West Virginia,0.0,1,0,observed
28,2022W33,2022-08-20,32,48,wv,West Virginia,1.0,1,0,observed
